1. Kahitna_MerendaKasih,9
2. Vidi_StatusPalsu,23
3. YovieNuno_BungaJiwaku,26
4. Kahitna_AkuDirimuDirinya,34
5. Marcell_Semusim,34
6. Kerispatih_Mengenangmu,42
7. Chrisye_KalaCintaMenggoda,43
8. Rossa_TerlanjurCinta,43
9. Letto_SandariHati,44
10. Tasya_PamanDatang,44
1. Kahitna_MerendaKasih,9
2. Vidi_StatusPalsu,23
3. YovieNuno_BungaJiwaku,26
4. Kahitna_AkuDirimuDirinya,34
5. Marcell_Semusim,34
6. Kerispatih_Mengenangmu,42
7. Chrisye_KalaCintaMenggoda,43
8. Rossa_TerlanjurCinta,43
9. Letto_SandariHati,44
10. Tasya_PamanDatang,44
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,85
2. KatonBagaskara_Dinda,116
3. Chrisye_KisahCintaku,145
4. Krisdayanti_CobalahUntukSetia,152
5. Padi_MenantiSebuahJawaban,163
6. Ten2Five_IWillFly,167
7. Ran_PandanganPertama,171
8. Dewa19_RisalahHati,187
9. SO7_Sephia,195
10. KoesPlus_BisSekolah,209
1. Dewa19_SeparuhNafas,65
2. KatonBagaskara_Dinda,105
3. Ten2Five_IWillFly,115
4. Dewa19_RisalahHati,119
5. Padi_MenantiSebuahJawaban,152
6. Chrisye_KisahCintaku,153
7. Ran_PandanganPertama,160
8. DMasiv_Merindukanmu,170
9. KoesPlus_BisSekolah,172
10. Peterpan_SallySendiri,175
1. Dewa19_AkuCintaKauDanDia,124
2. Chrisye_AnakSekolah,169
3. Letto_SebelumCahaya,252
4. Peterpan_SemuaTentangKita,253
5. Ebiet_BeritaKepadaKawan,257
6. Kotak_PelanPelanSaja,269
7. Melly_Bunda,277
8. Agnes_TanpaKekasihku,281
9. Mulan_WonderWomen,285
10. Gita_AkuCintaDia,289
1. Audy_SatuJamSaja,161
2. Tompi_SelaluDenganmu,162
3. Letto_RuangRindu,199
4. IwanFals_IzinkanAkuMenyayangimu,209
5. Sania_CintaiAkuLagi,214
6. Nidji_ManusiaSempurna,218
7. Dewa19_RomanPicisan,220
8. Maia_IngatKamu,236
9. Once_SimfoniYangIndah,241
10. Cokelat_SaatJarakMemisahkan,242
1. Mocca_HanyaSatu,41
2. Nidji_Angel,182
3. Afgan_WajahmuMengalihkanDuniaku,202
4. Cokelat_Bendera,208
5. AdaBand_KarenaWanitaInginDimengerti,233
6. Peterpan_AdaApaDenganmu,238
7. Once_AkuMau,245
8. Samsons_Seandainya,252
9. RuthSahanaya_InginKuMiliki,265
10. TheChangcuters_ILoveYouBibeh,266
1. Vidi_NuansaBening,254
2. Melly_Jika,311
3. RuthSahanaya_KaulahSegalanya,344
4. Gita_DooBeeDoo,346
5. Kahitna_Cantik,357
6. Rossa_TakdirCinta,360
7. Nidji_LaskarPelangi,366
8. Once_SimfoniYangIndah,385
9. Vina_AkuMakinCinta,386
10. Sherina_KuDisini,400
1. Chrisye_SepertiYangKauMinta,622
2. Kahitna_Cantik,743
3. SheilaMajid_AntaraAnyerDanJakarta,783
4. Vina_AkuMakinCinta,826
5. Sherina_KuDisini,861
6. Andien_Gemintang,875
7. Melly_Jika,911
8. Once_SimfoniYangIndah,917
9. Afgan_Sadis,938
10. Gita_DooBeeDoo,939
1. Dewa19_SeparuhNafas,76
2. KatonBagaskara_Dinda,128
3. Ten2Five_IWillFly,150
4. Padi_MenantiSebuahJawaban,158
5. Chrisye_KisahCintaku,165
6. Krisdayanti_CobalahUntukSetia,166
7. Dewa19_RisalahHati,194
8. Peterpan_SallySendiri,200
9. Ran_PandanganPertama,201
10. Afgan_DiaDiaDia,207
